# run_id=b4e44830-5763-499a-ade4-1d84c1783383
# config_label=Windows-CUDA-LAN-run3
# started_at=2026-06-04T12:40:40.165Z
# duration_ms=65024
# warmup_ms=5000
# protocol_version=1.0.0
# file_name=D# Fat (Original Mix).wav
# file_duration_ms=328593.7708333333
# chunk_size=2048
# sample_rate=48000
# chunks_sent=1524
# chunks_received=1524
# beats_real=23
# beats_synthetic=95
# lighting_frames=147
# device=cuda:NVIDIA GeForce RTX 2070 SUPER
# beat_tracker=beatnet
# skip_bart=skipbart
# note_server_skip_ingest_queue_ms=time to enqueue chunk (not inference)
# note_server_skip_drain_queue_ms=time to dequeue predictions (not inference)
# note_server_skip_inference_ms=OpenL3 embed + Skip-BART decode on worker thread
# note_server_stage_raw_t_ms=blank for backend samples (no client clock)
t_ms,metric,value
,server.beat.ingest_ms,2.896
,server.beat.ingest_ms,1.503
,server.beat.ingest_ms,1.700
,server.beat.ingest_ms,1.695
,server.beat.ingest_ms,1.539
,server.beat.ingest_ms,1.375
,server.beat.ingest_ms,1.396
,server.beat.ingest_ms,1.375
,server.beat.ingest_ms,1.279
,server.beat.ingest_ms,2.434
,server.beat.ingest_ms,1.382
,server.beat.ingest_ms,1.377
,server.beat.ingest_ms,2.306
,server.beat.ingest_ms,1.774
,server.beat.ingest_ms,1.407
,server.beat.ingest_ms,1.403
,server.beat.ingest_ms,1.896
,server.beat.ingest_ms,1.082
,server.beat.ingest_ms,0.816
,server.beat.ingest_ms,0.784
,server.beat.ingest_ms,0.778
,server.beat.ingest_ms,0.780
,server.beat.ingest_ms,0.873
,server.beat.ingest_ms,0.826
,server.beat.ingest_ms,0.821
,server.beat.ingest_ms,0.798
,server.beat.ingest_ms,0.792
,server.beat.ingest_ms,5.089
,server.beat.ingest_ms,8.180
,server.beat.ingest_ms,8.184
,server.beat.ingest_ms,3.840
,server.beat.ingest_ms,6.527
,server.beat.ingest_ms,1.230
,server.beat.ingest_ms,1.154
,server.beat.ingest_ms,1.267
,server.beat.ingest_ms,1.351
,server.beat.ingest_ms,2.923
,server.beat.ingest_ms,2.041
,server.beat.ingest_ms,1.304
,server.beat.ingest_ms,1.380
,server.beat.ingest_ms,1.428
,server.beat.ingest_ms,1.472
,server.beat.ingest_ms,1.001
,server.beat.ingest_ms,1.481
,server.beat.ingest_ms,1.777
,server.beat.ingest_ms,1.284
,server.beat.ingest_ms,1.244
,server.beat.ingest_ms,1.079
,server.beat.ingest_ms,1.272
,server.beat.ingest_ms,1.291
,server.beat.ingest_ms,1.515
,server.beat.ingest_ms,1.591
,server.beat.ingest_ms,1.586
,server.beat.ingest_ms,1.556
,server.beat.ingest_ms,1.557
,server.beat.ingest_ms,1.501
,server.beat.ingest_ms,1.562
,server.beat.ingest_ms,1.469
,server.beat.ingest_ms,1.582
,server.beat.ingest_ms,1.657
,server.beat.ingest_ms,1.565
,server.beat.ingest_ms,1.711
,server.beat.ingest_ms,1.441
,server.beat.ingest_ms,1.020
,server.beat.ingest_ms,1.368
,server.beat.ingest_ms,1.468
,server.beat.ingest_ms,1.668
,server.beat.ingest_ms,1.885
,server.beat.ingest_ms,1.118
,server.beat.ingest_ms,1.490
,server.beat.ingest_ms,1.436
,server.beat.ingest_ms,1.917
,server.beat.ingest_ms,1.494
,server.beat.ingest_ms,1.444
